customer,Age,Education,Employ,Address,Income,Leverage,Creddebt,OthDebt,MonthlyLoad,Default
336580,26,Bas,5,2,47,21.7,6.14,4.06,0.68,1
336624,35,Med,15,8,66,3.3,1.05,1.12,0.08,0
336636,46,Posg,11,9,136,4.9,3.27,3.39,0.09,1
336640,47,SupCom,17,17,61,7.5,3.12,1.45,0.2,0
336658,56,Bas,3,16,38,18.7,3.72,3.39,0.68,1
336706,21,SupInc,0,1,33,9.1,1.05,1.95,0.37,1
336731,29,Med,0,5,33,5.8,0.58,1.34,0.23,0
336792,28,Med,3,5,53,5.7,1.57,1.45,0.16,1
336815,28,SupInc,3,3,61,16.1,3.16,6.66,0.42,1
336852,30,Bas,4,6,30,10.8,1.03,2.21,0.47,0
336899,20,Bas,1,0,22,10.1,0.14,2.08,0.56,1
336953,24,SupCom,0,2,29,9.6,1.04,1.75,0.43,1
336969,29,SupCom,5,4,73,25.1,2.18,16.14,0.59,1
337073,19,Med,0,0,15,9.5,0.4,1.03,0.73,1
337079,63,Med,29,19,208,16.6,21.89,12.64,0.25,1
337113,39,Med,17,9,90,6.8,3.45,2.67,0.14,0
337128,22,SupCom,0,1,30,3.4,0.15,0.87,0.15,0
337143,30,Med,2,4,34,11.6,1.39,2.55,0.46,0
337173,24,Bas,4,2,24,18,1.64,2.68,0.93,1
337261,25,SupCom,1,2,66,4.2,0.55,2.22,0.11,1
337272,22,Med,2,1,39,4.7,0.5,1.33,0.17,0
337301,35,Posg,0,9,36,13.3,0.99,3.8,0.5,0
337304,51,SupInc,14,16,161,1.4,0.57,1.69,0.02,0
337309,65,Med,0,25,57,6.2,1.68,1.86,0.17,0
337365,38,SupCom,14,7,192,28.9,5.27,50.22,0.44,1
337367,28,Med,8,4,24,24.6,4.07,1.83,1.27,1
337411,30,SupCom,2,5,27,10.6,0.74,2.13,0.5,0
337462,22,SupCom,0,2,46,8.6,1.76,2.19,0.27,1
337514,19,Med,0,0,28,7.5,1.51,0.59,0.34,1
337528,48,SupCom,24,18,66,4.4,0.32,2.58,0.11,0
337553,18,Med,0,0,16,8.3,0.17,1.15,0.6,1
337620,29,Med,1,5,39,10.3,2.98,1.03,0.37,1
337625,37,Med,0,9,37,16.2,0.93,5.06,0.6,0
337641,23,SupCom,0,1,73,0.7,0.25,0.26,0.02,0
337769,27,SupInc,4,5,41,6.1,1.65,0.85,0.21,1
337840,38,SupCom,10,11,63,12.2,2.76,4.93,0.32,0
337873,39,SupInc,10,7,45,25,1.77,9.48,0.81,0
337887,28,SupCom,4,3,48,24.3,3.34,8.33,0.75,1
337922,54,SupInc,2,19,35,6.4,0.93,1.31,0.25,0
337945,39,SupCom,12,10,98,1.6,0.16,1.41,0.03,0
337963,19,Med,0,0,26,17.2,2.65,1.82,0.83,1
337991,71,Bas,2,13,23,10.1,1.44,0.89,0.54,0
338047,24,Med,4,2,21,3.8,0.36,0.44,0.22,0
338062,28,Med,3,4,20,9,0.37,1.43,0.54,0
338069,21,Bas,4,1,15,7.3,0.05,1.04,0.56,0
338112,36,Med,8,2,42,3.1,0.75,0.55,0.1,0
338207,36,Med,1,8,31,21,0.33,6.18,0.89,0
338240,23,Bas,0,2,20,8.4,0.24,1.44,0.5,1
338253,28,SupInc,3,3,25,18.8,1.16,3.54,0.94,1
338294,26,SupInc,0,3,31,3.1,0.1,0.86,0.13,1
338307,36,Posg,3,7,45,3.3,0.47,1.02,0.11,0
338320,32,SupCom,2,2,55,10.6,1.43,4.4,0.3,1
360036,24,SupCom,0,1,56,9.3,1.55,3.66,0.26,1
360188,19,Med,0,0,55,7.9,0.61,3.73,0.22,0
360230,28,SupCom,2,3,22,6.2,0.76,0.61,0.34,1
360245,40,Posg,1,11,32,18.6,3.4,2.55,0.77,1
360349,33,Posg,6,4,121,15.1,3.31,14.96,0.28,1
360448,34,SupInc,0,4,23,6.8,0.69,0.88,0.36,1
360449,19,Med,0,0,30,4,0.52,0.68,0.17,0
360504,44,Bas,17,14,107,13,3.83,10.08,0.25,0
360509,29,Med,1,6,36,9.3,1.42,1.93,0.35,1
360518,65,Bas,10,18,32,9.9,1.37,1.8,0.41,0
360585,45,Med,18,11,59,8.9,2.74,2.51,0.24,0
360684,33,Med,4,8,79,12.6,8.55,1.4,0.29,1
360740,32,SupInc,3,5,34,12.4,2.18,2.03,0.49,0
360763,32,SupCom,5,6,67,8.4,3.38,2.25,0.21,0
360917,23,SupInc,0,1,34,9.2,1.25,1.87,0.36,1
360925,25,Posg,0,2,60,8.4,1.25,3.79,0.22,0
360927,22,SupCom,0,1,23,6.2,0.35,1.08,0.33,1
360963,27,Bas,6,2,20,14.3,0.38,2.48,0.86,0
360968,43,SupCom,0,10,94,19.9,6.32,12.38,0.41,1
360970,53,SupCom,26,20,249,5.8,7.58,6.86,0.08,0
361058,24,SupInc,2,3,22,5.6,0.08,1.15,0.31,0
361072,43,Med,13,13,62,24.2,8.07,6.93,0.63,1
361083,25,Bas,4,1,33,13.2,1.63,2.73,0.53,1
361101,26,SupInc,0,3,24,32,4.42,3.26,1.65,1
361105,18,Med,0,0,34,16.3,1.87,3.67,0.64,1
361146,46,SupCom,14,10,57,4.7,0.25,2.43,0.13,0
361166,46,SupCom,22,10,160,15.5,9.92,14.88,0.25,1
361198,52,Med,22,17,87,11.3,0.71,9.12,0.24,0
361201,35,SupInc,3,7,54,11,1.16,4.78,0.31,0
361255,23,SupInc,1,2,63,16.8,3.14,7.44,0.43,1
361267,33,Bas,7,5,33,6.9,0.68,1.6,0.28,1
361299,18,Med,0,0,28,8.1,0.84,1.42,0.37,1
361305,31,Med,11,8,37,5.7,0.82,1.28,0.21,0
361346,30,SupInc,4,3,62,14.8,1.53,7.64,0.39,1
361396,23,SupInc,2,2,32,3,0.28,0.68,0.12,0
361437,42,Med,1,5,50,9.6,2.6,2.2,0.29,0
361440,21,Med,0,1,21,6.3,0.83,0.49,0.36,1
361454,35,Med,15,8,55,10.2,3.37,2.24,0.29,0
361487,26,Med,5,1,47,6.2,1.83,1.09,0.19,0
361612,75,SupCom,50,18,460,19.6,26.69,63.47,0.24,1
361630,22,SupInc,0,2,32,3.7,0.31,0.87,0.15,1
361699,19,Med,0,0,21,5.6,0.14,1.04,0.32,0
361704,28,Med,3,2,22,11.5,0.87,1.66,0.64,0
361727,22,SupInc,0,1,45,13.6,1.87,4.25,0.44,0
361728,30,Med,4,4,45,10,2.13,2.37,0.32,0
361759,24,SupCom,0,1,53,16.1,5.09,3.44,0.46,1
361823,20,SupInc,0,0,33,9.4,0.55,2.55,0.38,1
361845,38,Med,18,7,53,5.2,1.2,1.55,0.15,0
361850,20,SupInc,0,0,22,5.1,0.36,0.76,0.28,1
361875,28,Posg,0,4,57,12.4,4.52,2.54,0.34,1
361900,23,SupInc,0,2,25,4.2,0.16,0.89,0.21,0
361907,21,SupInc,0,1,22,8.5,0.08,1.79,0.47,0
362006,23,SupCom,0,1,28,3.1,0.34,0.53,0.14,0
362180,19,Med,0,0,22,8.2,0.5,1.3,0.45,0
362320,26,Med,3,4,33,2.7,0.53,0.36,0.11,0
362379,19,Med,0,0,23,18.4,0.98,3.25,0.98,1
362479,24,Med,5,2,37,5.7,0.48,1.63,0.21,0
362480,19,Med,0,0,33,7.5,0.36,2.11,0.3,0
362493,34,SupCom,9,9,34,32.1,2.39,8.52,1.27,1
362513,26,SupCom,1,1,31,12.3,1.15,2.67,0.52,1
362711,63,Bas,17,26,103,12.3,3.47,9.2,0.24,0
362745,31,SupInc,7,4,30,1.9,0.17,0.4,0.08,0
362747,22,SupCom,0,1,28,8.1,0.61,1.66,0.37,1
362797,34,Med,6,4,41,7.5,1.09,1.98,0.26,1
362909,45,Med,24,10,86,9.7,1.74,6.6,0.21,0
362911,22,SupInc,0,1,31,10.1,0.7,2.44,0.43,1
363011,21,SupInc,0,1,44,6.3,1.29,1.48,0.21,0
363019,65,Bas,21,23,42,1.6,0.29,0.38,0.05,0
363142,24,SupInc,0,2,17,9.2,0.31,1.25,0.63,0
363175,25,SupCom,1,2,35,1.4,0.06,0.43,0.05,1
363198,32,SupCom,3,6,56,13.2,1.53,5.86,0.37,1
363246,21,SupInc,0,0,36,14.1,1.6,3.48,0.53,1
363280,23,SupCom,0,2,34,17,2.16,3.62,0.67,1
363302,40,SupInc,17,6,120,10.2,4.32,7.92,0.19,0
363329,44,Med,2,17,50,2.8,0.52,0.88,0.08,0
363388,39,SupCom,4,6,75,5.6,2.62,1.58,0.13,0
363447,26,SupInc,3,4,18,12.9,0.4,1.92,0.85,1
363476,25,Med,1,3,20,2.5,0.17,0.33,0.15,0
363504,28,Med,8,4,40,9.8,1.36,2.56,0.34,1
363544,43,SupCom,13,12,127,3,0.42,3.39,0.05,0
363681,28,Med,6,2,112,3.4,0.38,3.43,0.06,0
363785,40,Bas,16,7,33,23.3,2.02,5.67,0.94,1
363807,31,Bas,0,6,26,3.2,0.34,0.49,0.16,0
363822,29,SupInc,0,5,37,6.7,0.7,1.77,0.25,0
363832,54,Bas,13,18,105,13.6,1.63,12.65,0.27,0
363882,42,SupCom,9,9,49,7.3,1.15,2.43,0.22,1
363946,39,Med,14,7,94,30.2,10.5,17.88,0.62,1
363975,36,SupInc,10,7,101,13.1,7.24,5.99,0.26,1
364013,55,Posg,21,14,91,6.6,2.01,3.99,0.14,0
364037,21,Med,0,1,15,4.1,0.25,0.37,0.31,0
364057,49,SupInc,3,7,28,6.9,0.85,1.09,0.32,0
364071,50,SupCom,27,12,181,2.3,1.79,2.37,0.04,0
364125,22,SupCom,0,1,55,27.4,6.22,8.85,0.77,1
364211,33,Med,3,6,33,5.1,0.9,0.79,0.21,0
364304,39,SupCom,9,12,78,4.1,0.35,2.85,0.09,0
364366,26,SupInc,3,3,66,4,0.19,2.45,0.1,0
364418,23,Bas,5,1,48,18,1.05,7.59,0.56,1
364428,19,Med,0,0,31,10.6,0.99,2.29,0.45,1
364476,32,Med,7,3,33,24.6,4.14,3.98,0.99,1
364499,19,Med,0,0,19,5.4,0.37,0.65,0.34,1
365041,33,Bas,9,4,22,14.6,0.73,2.48,0.81,0
365043,55,Posg,11,16,88,12.9,5.11,6.24,0.28,0
365079,21,Med,1,1,30,3.1,0.31,0.62,0.13,0
365110,47,Med,10,10,39,6.7,0.22,2.39,0.24,0
365120,24,Med,2,0,32,11,0.83,2.69,0.45,0
365178,25,Med,5,2,36,2.7,0.53,0.44,0.1,0
365216,34,SupCom,9,7,58,28.4,4.97,11.5,0.77,1
365236,67,Med,7,25,58,11.4,1.59,5.03,0.31,0
365265,51,Med,22,11,65,18.1,4.91,6.86,0.46,0
365285,45,Med,26,12,100,7.5,1.7,5.81,0.15,0
365288,24,SupInc,0,2,67,8.9,2.38,3.58,0.22,1
365291,46,Med,23,14,99,3.2,1.81,1.36,0.06,0
365383,53,SupCom,3,15,50,15.7,4.25,3.6,0.47,0
365437,28,SupCom,1,4,175,19.4,7.03,26.92,0.3,1
365442,21,SupInc,0,0,20,4,0.48,0.32,0.24,0
365473,28,SupCom,2,3,47,12.1,0.43,5.25,0.38,1
365477,51,SupInc,10,17,144,4.9,0.92,6.14,0.08,0
365484,27,SupCom,1,4,38,8.2,0.62,2.5,0.3,0
365507,18,Bas,1,0,15,8.4,0.74,0.52,0.64,1
365536,62,Bas,32,19,86,6.3,3.97,1.45,0.14,0
365579,30,Med,3,1,35,16.1,0.81,4.82,0.62,1
365587,19,Med,0,0,21,8.1,0.69,1.01,0.47,0
365613,76,SupInc,12,27,53,6.2,1.28,2.01,0.18,0
365668,22,SupCom,0,1,19,7.4,0.78,0.63,0.46,1
365683,26,Bas,10,4,43,5.2,0.89,1.35,0.17,0
365719,18,Med,0,0,30,8.9,0.23,2.44,0.39,1
365731,30,SupInc,3,2,23,6.5,0.28,1.22,0.35,1
365743,36,Med,5,9,50,0.8,0.12,0.28,0.02,0
365773,30,Med,5,6,36,4.7,0.77,0.92,0.18,0
365817,42,Med,17,7,66,8.7,1.73,4.01,0.22,0
365823,18,Med,0,0,30,3.8,0.57,0.57,0.16,0
365839,28,SupCom,3,3,47,17.7,2.79,5.53,0.55,1
365866,48,Med,22,16,196,10.5,7.41,13.17,0.16,1
365869,42,Bas,1,10,32,7.2,0.69,1.62,0.3,1
365873,33,SupCom,7,6,63,16.7,2.81,7.71,0.43,0
365895,26,SupCom,1,3,35,7,1.21,1.24,0.27,0
365943,24,SupCom,0,2,25,5.7,0.64,0.79,0.29,1
365968,39,SupCom,4,6,84,3.4,0.41,2.45,0.07,0
365987,19,Med,1,0,20,25.9,1.94,3.24,1.55,1
366021,18,Med,0,0,27,6.1,0.92,0.73,0.29,0
366054,23,SupCom,0,1,47,12.3,2.1,3.68,0.38,1
366058,23,Bas,5,1,26,5.3,0.14,1.24,0.26,1
366075,30,SupInc,1,4,26,8,1.18,0.9,0.39,0
366079,59,Bas,3,14,44,16.6,5.47,1.83,0.54,1
366080,37,Bas,0,8,36,16.1,1.99,3.81,0.61,1
366109,35,Bas,16,6,93,4.7,2.86,1.51,0.1,0
366221,23,Med,2,0,17,21.3,0.3,3.32,1.47,1
366287,52,SupCom,2,18,48,5.4,1.4,1.19,0.17,0
366299,19,Med,0,0,26,14.3,0.52,3.2,0.69,1
366365,70,Med,33,17,150,13.3,5.17,14.78,0.22,0
366382,30,SupCom,5,6,109,7.8,1.39,7.11,0.15,0
366410,40,Bas,17,5,72,7.3,0.95,4.31,0.17,0
366458,23,SupInc,2,2,39,16.6,1.64,4.83,0.59,0
366486,26,Bas,5,3,24,7.9,0.33,1.56,0.41,0
366563,33,SupInc,12,9,48,3.7,0.93,0.84,0.11,0
366568,55,Med,4,19,59,22,6.83,6.15,0.59,1
366585,46,Bas,5,9,40,4.5,0.98,0.82,0.16,0
366610,32,Med,12,9,27,1.8,0.16,0.32,0.08,0
366622,18,Med,0,0,35,12.3,0.87,3.44,0.47,0
366635,18,Med,0,0,27,9.4,0.43,2.1,0.44,1
366655,23,SupCom,0,2,33,2.9,0.23,0.72,0.12,0
366658,41,Med,21,9,56,4.8,1.15,1.54,0.13,0
366663,22,SupCom,0,1,21,11.8,0.67,1.81,0.68,0
366664,33,Med,15,6,71,14.6,2.79,7.58,0.35,0
366673,24,SupCom,0,1,128,8.9,3.55,7.84,0.16,1
366716,23,SupInc,1,2,28,0.6,0.06,0.11,0.03,0
366741,37,SupCom,3,8,41,14.4,2.03,3.87,0.5,0
366753,43,Bas,4,9,26,12.9,1.53,1.82,0.63,0
366756,31,SupInc,2,5,45,13.1,1.64,4.25,0.42,1
366761,20,SupInc,0,1,28,8.6,0.2,2.21,0.39,0
366765,24,Med,5,1,26,13.1,1.09,2.32,0.64,0
366778,28,SupInc,4,3,23,4.9,0.55,0.58,0.26,1
366795,53,SupCom,1,16,46,11.3,2.66,2.54,0.36,1
366813,26,SupCom,1,2,63,11.9,0.94,6.55,0.31,1
366819,21,Med,1,1,24,4.2,0.06,0.95,0.22,0
366841,22,SupInc,1,1,29,15.8,2.94,1.64,0.7,1
366853,44,SupCom,4,14,65,5.8,1.53,2.24,0.15,0
366897,29,Med,6,5,27,6.3,0.13,1.57,0.3,0
366953,28,SupInc,3,3,31,12.9,2.36,1.64,0.55,1
366960,41,Med,4,11,56,7.3,2.56,1.53,0.2,0
367033,64,Bas,36,15,145,6.6,3.27,6.3,0.11,0
367052,44,SupCom,4,5,15,16.6,0.08,2.41,1.27,0
367081,21,Med,1,1,23,9.5,0.14,2.05,0.51,0
367082,50,Med,21,10,88,1.4,0.21,1.02,0.03,0
367207,18,Med,0,0,20,19,1.33,2.47,1.14,1
367213,29,Posg,0,4,40,12.5,2.03,2.98,0.44,1
367238,38,Med,1,9,28,0.8,0.13,0.1,0.04,1
367250,30,SupCom,1,5,65,13.4,4.55,4.16,0.34,1
367263,27,Med,8,4,29,6.5,0.85,1.04,0.29,0
367322,28,Bas,8,4,45,6,0.72,1.98,0.19,0
367368,27,Med,9,3,31,6.3,0.27,1.69,0.27,0
367383,67,Bas,40,24,88,6.3,1.42,4.12,0.13,0
367435,36,SupCom,12,9,35,8.1,1.05,1.78,0.31,0
367468,30,SupCom,3,4,38,11.9,0.8,3.73,0.43,0
367471,29,SupInc,7,6,57,4.3,1.04,1.41,0.12,0
367492,18,Med,0,0,20,16.7,0.46,2.88,1,1
367497,46,Bas,20,14,48,2.7,0.94,0.36,0.08,0
367502,38,Bas,6,10,24,16.8,0.56,3.48,0.87,1
367569,23,SupInc,0,2,32,7.9,1.22,1.3,0.33,0
367610,41,Posg,6,5,190,1.9,0.86,2.75,0.03,0
370015,59,SupInc,7,20,92,7.5,3.06,3.84,0.16,0
370057,64,Med,42,22,267,13.2,16.95,18.29,0.18,0
370068,32,SupCom,7,6,71,19.5,4.13,9.72,0.47,1
370095,32,SupInc,4,4,37,3.1,0.32,0.83,0.11,0
370103,22,SupCom,0,1,28,19.8,0.44,5.1,0.91,1
370112,21,Med,3,1,15,11.8,0.42,1.35,0.9,1
370157,66,Med,18,24,70,2.8,1,0.96,0.07,0
370165,18,Med,0,0,22,4.4,0.15,0.82,0.24,1
370182,40,Med,16,11,53,1.2,0.42,0.21,0.03,0
370209,21,SupInc,0,0,27,2.3,0.22,0.4,0.11,0
370216,35,SupInc,2,7,27,0.8,0.1,0.11,0.04,0
370237,18,Med,0,0,19,14.9,0.14,2.7,0.93,1
370290,27,SupInc,3,2,38,9.7,0.44,3.24,0.35,1
370297,54,SupInc,15,11,93,13.7,7.99,4.75,0.28,1
370384,58,Med,2,20,31,3.3,0.5,0.52,0.14,0
370404,43,SupInc,3,12,38,6,0.62,1.66,0.22,0
370440,42,SupCom,6,14,49,14.7,2.85,4.36,0.45,0
370446,26,SupCom,0,3,26,3.3,0.41,0.45,0.16,0
370500,31,SupCom,8,6,47,24.6,5.98,5.58,0.77,1
370619,18,Med,0,0,22,10.2,0.52,1.72,0.57,1
370648,33,SupCom,4,4,136,10.1,5.56,8.17,0.18,1
370650,46,SupInc,0,7,34,3.9,0.08,1.24,0.15,0
370667,35,SupCom,6,9,81,6.8,2.84,2.67,0.15,0
370672,68,SupInc,38,25,154,6.2,3.02,6.53,0.1,0
370695,24,SupCom,0,2,45,6.7,0.82,2.19,0.22,0
370721,46,SupCom,1,10,58,7.6,0.33,4.08,0.21,0
370722,38,SupInc,12,9,86,2.4,0.87,1.19,0.05,0
370730,43,Med,13,10,62,21.9,7.9,5.68,0.57,1
370733,20,SupInc,0,0,27,1,0.11,0.16,0.05,1
370775,23,SupCom,0,1,24,26.9,0.4,6.06,1.39,1
370788,45,Bas,8,12,41,14.8,0.26,5.81,0.51,0
370813,37,Bas,7,2,29,4.3,0.17,1.08,0.19,0
370841,51,SupInc,29,14,285,16.6,14.81,32.5,0.22,0
370856,18,Med,0,0,31,9.1,0.49,2.33,0.38,1
370878,33,SupCom,2,6,66,3.1,0.83,1.21,0.08,0
370896,37,SupCom,8,7,62,23.9,5.81,9.01,0.62,1
370900,59,SupInc,22,22,84,16,1.85,11.59,0.35,0
370913,57,Med,36,18,172,9.2,3.45,12.37,0.15,0
370923,19,Med,0,0,39,4.4,0.73,0.99,0.16,0
370970,44,Med,15,17,59,18.3,5.85,4.95,0.49,1
371071,32,Med,0,4,35,18.1,1.14,5.19,0.7,1
371139,38,SupInc,6,11,37,19.1,2.37,4.69,0.71,1
371228,19,Med,0,0,17,12.4,0.34,1.77,0.85,1
371240,21,SupInc,0,1,35,22.7,2.13,5.82,0.88,1
371311,28,Bas,7,3,43,23.4,0.27,9.79,0.78,1
371316,19,Med,0,0,30,24.3,0.53,6.76,1.05,1
371328,48,Bas,0,12,28,2.6,0.12,0.61,0.12,0
371340,46,Bas,15,13,95,15.4,6.69,7.94,0.32,0
371388,30,Med,6,5,32,1.5,0.19,0.29,0.06,0
371395,52,Bas,30,13,125,15.7,8.32,11.3,0.28,0
371420,33,Med,3,3,36,18,2.18,4.3,0.68,0
371423,36,SupCom,10,7,51,13.2,3.45,3.28,0.39,0
371426,71,Med,13,10,59,24.4,2.66,11.73,0.66,0
371473,40,SupCom,12,10,87,5.8,0.54,4.5,0.12,0
371580,32,SupCom,5,5,87,10.4,0.46,8.59,0.22,0
371656,32,Med,12,7,75,7.1,1.55,3.78,0.17,0
371660,25,SupInc,1,3,16,4.5,0.39,0.33,0.33,0
371716,36,SupCom,8,6,100,19.9,11.56,8.34,0.4,1
371741,22,Med,0,1,18,3.5,0.33,0.3,0.23,0
371761,35,Med,9,9,43,14.9,2.52,3.89,0.5,0
371783,26,SupInc,4,1,23,8.2,0.35,1.54,0.44,0
371803,51,Bas,23,10,47,2.2,0.34,0.69,0.07,0
371809,20,SupInc,0,1,31,18.3,1.95,3.72,0.77,1
371811,39,Med,7,10,56,10.9,4.07,2.03,0.3,1
371824,33,Med,6,8,41,2.1,0.02,0.84,0.07,0
371907,25,Med,6,0,18,16.3,1.86,1.07,1.07,1
371910,43,SupInc,8,9,49,6,0.87,2.07,0.18,0
371939,33,Posg,0,5,46,15.7,0.75,6.47,0.5,0
371987,36,SupCom,8,8,58,17.2,1.28,8.7,0.47,0
371988,33,SupCom,5,7,35,5.2,0.58,1.24,0.2,0
372012,25,Med,5,2,18,12.6,0.11,2.15,0.83,1
372041,40,SupInc,5,9,34,23.3,1.53,6.39,0.92,0
372048,41,Med,14,9,76,18,9.18,4.5,0.42,1
372086,28,Bas,4,4,20,13.6,0.53,2.19,0.82,0
372090,19,Med,0,0,20,1.2,0.03,0.21,0.07,0
372091,25,Med,7,3,27,7.6,0.23,1.82,0.36,0
372120,46,Bas,6,5,37,31.6,2.34,9.35,1.17,1
372126,43,SupInc,13,7,71,4.2,1.41,1.57,0.1,0
372138,57,Bas,25,22,61,1.6,0.18,0.8,0.04,0
372174,70,Bas,6,22,22,19.9,0.5,3.88,1.1,0
372193,32,Med,7,2,40,6.2,0.51,1.97,0.22,0
372218,18,Med,0,0,22,3.4,0.37,0.38,0.19,1
372221,23,SupInc,1,1,42,1.3,0.17,0.38,0.04,0
372227,36,Med,4,9,57,4.2,0.69,1.7,0.12,1
372245,20,SupInc,0,0,27,5.1,0.53,0.85,0.24,0
372258,29,Posg,2,3,25,12,1.13,1.87,0.6,1
372266,22,Med,0,1,30,11.5,1.69,1.76,0.5,1
372285,41,SupCom,6,7,87,3.7,1.02,2.2,0.08,0
372317,26,Med,4,3,22,6.7,0.03,1.44,0.37,0
372406,40,Bas,3,11,21,5.3,0.09,1.02,0.31,0
372407,46,SupInc,12,12,111,5.8,1.09,5.34,0.11,0
372420,42,SupInc,19,2,24,15.1,2,1.62,0.78,0
372447,20,SupInc,0,0,21,15.1,1.26,1.91,0.87,1
372450,22,SupCom,0,1,51,8.7,1.07,3.37,0.26,1
372485,20,SupInc,0,0,13,1.1,0.05,,0.1,0
372496,24,SupCom,1,2,36,13,1,3.68,0.49,1
372514,72,Med,48,30,233,28.8,18.25,48.85,0.41,0
372545,51,Med,9,19,82,14.6,1.5,10.48,0.32,0
372551,57,Posg,31,23,1079,1.4,1.96,13.14,0.02,0
372571,33,SupInc,3,9,26,12.8,0.92,2.41,0.62,0
375011,48,Posg,2,6,52,13.1,1.52,5.29,0.38,0
375014,40,Bas,2,6,30,3,0.05,0.85,0.13,0
375038,26,Bas,2,2,23,2.5,0.03,0.54,0.13,0
375102,30,Bas,0,6,25,5.7,0.48,0.94,0.28,0
375106,39,Med,0,4,36,7.5,0.87,1.83,0.28,1
375141,44,SupInc,6,12,39,8.9,1.82,1.65,0.32,1
375217,40,SupInc,15,12,129,11.9,4.82,10.53,0.21,0
375267,60,Med,2,18,29,3.3,0.54,0.42,0.15,0
375293,47,Med,8,13,49,18.4,1.58,7.44,0.56,0
375313,41,SupCom,15,12,127,18.2,18.12,4.99,0.33,0
375331,22,Bas,4,0,27,4.1,0.33,0.77,0.19,0
375333,42,Bas,8,10,65,14.6,2.7,6.79,0.37,0
375404,42,Med,20,16,117,23.3,12.73,14.53,0.43,1
375460,19,Med,0,0,28,2.8,0.24,0.54,0.13,1
375511,59,SupInc,11,21,55,10,1.4,4.1,0.28,0
375532,23,Med,2,2,25,10.6,0.5,2.15,0.53,1
375716,64,Med,24,18,83,8.4,0.17,6.8,0.19,0
375727,25,SupCom,0,3,42,14.3,0.76,5.24,0.48,1
375732,31,Med,10,5,41,17.9,0.36,6.98,0.62,0
375758,32,Med,1,6,129,19.9,11.91,13.76,0.35,1
375861,19,Med,0,0,35,9.3,0.94,2.32,0.36,0
375890,42,SupCom,12,5,15,14.4,0.66,1.5,1.1,0
375893,19,Bas,0,0,20,11.7,1.17,1.17,0.7,1
375902,38,Med,18,5,55,16.1,2.34,6.52,0.45,0
376001,28,Bas,7,5,32,9.2,0.95,2,0.38,0
376006,24,Med,1,2,19,16.3,0.19,2.91,1.02,1
376023,38,SupInc,9,9,66,5.5,0.57,3.06,0.14,1
376027,54,Bas,22,16,49,5.2,0.76,1.79,0.16,0
376070,20,SupInc,0,0,29,11.7,1.25,2.14,0.52,1
376129,51,SupInc,10,18,57,19.5,3.58,7.54,0.54,0
376169,30,Med,0,5,26,3.6,0.48,0.46,0.17,1
376185,26,Med,2,2,36,9.4,0.77,2.61,0.36,0
376190,25,Bas,0,1,19,8,0.85,0.67,0.5,0
376202,29,Med,5,4,26,5.3,0.63,0.75,0.26,1
376210,50,Bas,27,12,85,11.8,3.44,6.59,0.26,0
376241,50,Posg,22,13,71,4.9,1.31,2.17,0.12,0
376263,39,SupInc,7,5,39,12.2,0.71,4.04,0.43,0
376363,29,SupInc,3,4,74,3.6,0.58,2.08,0.08,0
376395,32,Posg,0,5,22,14.8,0.21,3.05,0.82,0
376403,26,Med,1,3,24,13.4,1.48,1.74,0.69,0
376405,29,Med,10,6,50,9.8,2.91,1.99,0.29,0
376416,25,SupInc,3,2,43,15.6,3.68,3.03,0.52,1
376418,33,Med,3,7,29,5.4,0.37,1.19,0.24,0
376430,20,SupInc,0,0,25,5,0.13,1.12,0.25,1
376443,24,SupInc,0,1,23,7.4,0.24,1.46,0.4,0
376451,21,Bas,2,1,25,9.8,0.42,2.03,0.49,1
376456,42,SupInc,16,8,71,3.3,0.76,1.59,0.08,0
376565,20,Med,1,0,37,7.1,0.97,1.66,0.26,0
376619,40,Bas,2,14,31,2.4,0.22,0.52,0.1,1
376642,36,Med,10,3,77,11.3,1.5,7.2,0.26,1
376657,18,Med,0,0,18,2.3,0.09,0.33,0.15,0
376681,69,Bas,4,32,25,7.1,0.48,1.3,0.36,0
376724,27,SupCom,2,1,31,3.9,0.56,0.65,0.16,0
376777,53,SupInc,31,18,120,9,1.7,9.1,0.17,0
376801,23,SupCom,0,2,19,1.4,0.18,,0.09,0
376870,32,Med,0,7,22,22.5,0.58,4.37,1.25,1
376955,26,SupCom,1,4,38,13.3,0.31,4.74,0.48,0
376960,29,SupInc,7,3,21,5.9,0.8,0.44,0.34,0
377041,28,Bas,4,4,25,6.5,0.21,1.41,0.32,0
377052,61,Med,29,24,142,7.7,3.08,7.85,0.13,0
377198,53,Med,4,20,35,1.5,0.08,0.45,0.06,0
377201,36,Posg,9,6,108,6.5,3.62,3.4,0.13,0
377300,68,Med,11,15,84,6.1,1.36,3.77,0.13,0
377307,38,Bas,17,7,41,16.9,3.99,2.94,0.58,0
377319,48,SupInc,15,11,133,4.1,1.95,3.5,0.07,0
377324,77,Med,30,33,80,3.9,0.8,2.32,0.09,0
377348,35,Bas,18,4,63,1.6,0.42,0.58,0.04,0
377476,25,SupCom,0,3,68,4.5,1.13,1.93,0.11,1
377479,29,Bas,11,2,39,3.2,0.57,0.68,0.11,0
377481,20,Med,0,0,24,1.1,0.08,0.19,0.06,1
377499,21,SupInc,0,1,17,7.8,0.21,1.11,0.54,0
377510,18,Med,0,0,19,7,0.28,1.05,0.44,1
